Duivendrecht  (2039,1195)  (2003,1209)  (2062,1231)  (2075,1164)  (2026,1245)  (2079,1199)  (2122,1145)  (2107,1199)  | overflowToLeft=false
Amsterdamse bos noord  (1205,1197)  (1169,1232)  (1169,1196)  (1240,1233)  (1205,1161)  (1241,1161)  (1241,1197)  (1167,1160)  (1204,1268)  (1168,1268)  (1133,1232)  (1133,1196)  (1132,1269)  (1203,1125)  (1239,1125)  (1275,1125)  (1277,1161)  (1277,1197)  (1131,1160)  (1131,1124)  (1167,1124)  (1311,1091)  (1229,1304)  (1193,1304)  (1097,1233)  (1157,1305)  (1203,1089)  (1239,1089)  (1275,1089)  (1313,1127)  (1313,1163)  (1313,1199)  (1138,1088)  (1347,1075)  (1219,1340)  (1349,1111)  (1349,1147)  (1349,1183)  (1349,1219)  (1385,1102)  (1385,1138)  | overflowToLeft=false
Ijburgbaai oost  (2654,1132)  | overflowToLeft=false
Amstelveen Stadshart  (1390,1347)  (1354,1382)  (1354,1346)  (1425,1383)  (1390,1311)  (1426,1311)  (1426,1347)  (1352,1310)  (1389,1418)  (1353,1418)  (1461,1383)  (1453,1419)  (1397,1275)  (1433,1275)  (1462,1311)  (1462,1347)  (1316,1292)  (1469,1268)  (1417,1454)  (1408,1239)  (1280,1284)  (1444,1232)  | overflowToLeft=false
Han plas  (17,845)  | overflowToLeft=false
Watergraafsmeer  (2018,957)  (1982,992)  (1982,956)  (2053,993)  (2018,921)  (2054,921)  (2054,957)  (2002,1028)  (2090,893)  (2090,929)  (2090,965)  (2126,929)  | overflowToLeft=false
Amstelveen Oude Dorp  (1274,1420)  (1278,1384)  (1304,1456)  (1268,1456)  (1263,1348)  (1299,1336)  (1270,1491)  | overflowToLeft=false
Bloemenbuurt  (2027,412)  (1991,447)  (2028,448)  (2028,376)  (2065,413)  (2065,372)  | overflowToLeft=false
Bovenste Blik  (3470,2081)  | overflowToLeft=false
de Wallen  (1831,624)  (1867,607)  (1816,659)  | overflowToLeft=false
Zwanenburg  (775,247)  (739,282)  (739,218)  (810,283)  (775,211)  (811,211)  (811,247)  (727,182)  (774,318)  (738,318)  (703,282)  (821,319)  (702,319)  (763,175)  (799,175)  (835,175)  (719,146)  (785,354)  (749,354)  (667,283)  (713,355)  (666,330)  (755,139)  (791,139)  (827,139)  (708,110)  (793,390)  (757,390)  (631,287)  (744,103)  (780,103)  (707,74)  | overflowToLeft=false
Kleine Poel  (294,1804)  | overflowToLeft=false
Bedrijventerrein de Omval  (1912,1129)  (1876,1149)  (1876,1113)  (1947,1165)  (1912,1093)  (1948,1093)  (1948,1129)  (1911,1185)  (1952,1201)  (1930,1057)  (1984,1106)  (1984,1142)  (1916,1221)  (1964,1237)  (2020,1126)  (1928,1257)  (1978,1273)  | overflowToLeft=false
Java-Oostelijk Havengebied  (2206,665)  (2169,662)  (2126,640)  (2119,679)  (2118,718)  (2162,703)  (2204,702)  (2160,744)  (2195,753)  (2238,759)  | overflowToLeft=false
Nieuwe Zijde  (1795,605)  (1829,585)  (1792,640)  (1791,679)  | overflowToLeft=false
Leek  (2807,25)  (2771,60)  (2771,24)  (2842,61)  (2843,0)  (2806,96)  (2735,1)  (2748,130)  (2800,132)  (2764,166)  (2808,168)  (2661,108)  (2646,9)  (2636,72)  (2810,204)  (2625,132)  (2610,36)  (2610,0)  (2600,96)  (2574,60)  (2574,24)  (2564,103)  (2538,67)  | overflowToLeft=false
Waterland  (2547,457)  (2511,492)  (2511,456)  (2582,493)  (2547,421)  (2583,421)  (2583,457)  (2509,420)  (2546,528)  (2510,528)  (2475,492)  (2475,456)  (2618,493)  (2618,529)  (2582,529)  (2474,529)  (2545,385)  (2581,385)  (2617,385)  (2619,421)  (2619,457)  (2473,420)  (2509,384)  (2653,351)  (2439,493)  (2439,457)  (2654,493)  (2654,529)  (2654,565)  (2618,565)  (2582,565)  (2494,565)  (2458,565)  (2438,529)  (2548,349)  (2584,349)  (2655,446)  (2620,315)  (2689,341)  (2403,479)  (2690,482)  (2690,518)  (2690,554)  (2725,327)  (2726,484)  (2726,520)  | overflowToLeft=false
Haarlem Zuid  (4,457)  (39,493)  (3,493)  (0,421)  (36,421)  (40,457)  (72,389)  (75,493)  (74,529)  (38,529)  (2,529)  (0,385)  (36,385)  (76,425)  (0,349)  (36,349)  | overflowToLeft=false
Tellegenbuurt  (1740,881)  (1776,882)  (1813,880)  (1814,916)  (1771,911)  | overflowToLeft=false
Vijfhuizen  (79,691)  (43,726)  (43,690)  (114,727)  (79,655)  (115,655)  (115,691)  (41,654)  (78,762)  (42,762)  (7,726)  (7,690)  (150,727)  (150,763)  (114,763)  (6,763)  (77,619)  (113,619)  (149,619)  (151,655)  (151,691)  (5,654)  (185,585)  (78,798)  (42,798)  (186,727)  (186,763)  (169,799)  (133,799)  (6,799)  (107,583)  (143,583)  (187,621)  (187,657)  (179,549)  (221,557)  (97,834)  (61,834)  (222,693)  (222,729)  (114,547)  (223,593)  (223,629)  (67,870)  (258,665)  (258,701)  (258,737)  (259,606)  (294,647)  (294,683)  (294,719)  (294,755)  | overflowToLeft=false
Oostzaner Werf  (1921,81)  (1885,109)  (1885,73)  (1956,117)  (1957,66)  (1876,37)  (1992,102)  (1992,138)  (1840,46)  (2013,174)  (2028,130)  | overflowToLeft=false
Nes aan de Amstel  (1160,1980)  (1124,2015)  (1124,1979)  (1195,2016)  (1160,1944)  (1196,1944)  (1196,1980)  (1122,1943)  (1159,2051)  (1123,2051)  (1088,2015)  (1088,1979)  (1231,2016)  (1231,2052)  (1195,2052)  (1087,2052)  (1158,1908)  (1194,1908)  (1230,1908)  (1232,1944)  (1232,1980)  (1086,1943)  (1086,1907)  (1122,1907)  (1266,1874)  (1159,2087)  (1123,2087)  (1052,2016)  (1052,1980)  (1267,2016)  (1267,2052)  (1267,2088)  (1231,2088)  (1195,2088)  (1087,2088)  (1051,2088)  (1051,2052)  (1158,1872)  (1194,1872)  (1230,1872)  (1268,1910)  (1268,1946)  (1050,1944)  (1050,1908)  (1050,1872)  (1086,1871)  (1122,1871)  (1266,1838)  (1302,1838)  (1302,1874)  (1159,2123)  (1123,2123)  (1016,2016)  (1016,1980)  | overflowToLeft=false
Schaakwei  (2735,247)  (2699,282)  (2699,246)  (2771,239)  (2771,275)  (2697,210)  (2733,210)  (2663,279)  (2807,267)  (2843,275)  (2879,278)  | overflowToLeft=false
Nieuwendammerham  (2144,527)  (2083,447)  (2083,483)  (2113,515)  (2187,549)  | overflowToLeft=false
Geiner Wei  (2408,1990)  (2372,2025)  (2372,1989)  (2443,2026)  (2408,1954)  (2444,1954)  (2444,1990)  (2370,1953)  (2407,2061)  (2371,2061)  (2336,2025)  (2336,1989)  (2479,2026)  (2479,2062)  (2443,2062)  (2335,2062)  (2406,1918)  (2442,1918)  (2478,1918)  (2480,1954)  (2480,1990)  (2334,1953)  (2334,1917)  (2370,1917)  (2514,1884)  (2407,2097)  (2371,2097)  (2300,2026)  (2300,1990)  (2515,2026)  (2515,2062)  (2515,2098)  (2479,2098)  (2443,2098)  (2335,2098)  (2299,2098)  (2299,2062)  (2406,1882)  (2442,1882)  (2478,1882)  (2516,1920)  (2516,1956)  (2298,1954)  (2298,1918)  (2298,1882)  (2334,1881)  (2370,1881)  (2514,1848)  (2550,1848)  (2550,1884)  (2551,1992)  | overflowToLeft=false
Muiderberg  (3438,1526)  (3402,1511)  (3474,1519)  (3474,1555)  (3395,1484)  (3365,1517)  (3439,1566)  | overflowToLeft=false
Bovendiep  (2330,816)  | overflowToLeft=false
